cbsa_fips,csa_fips,cbsa,cbsa_type,csa
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
13740,,"Billings, MT",Metropolitan Statistical Area,
24500,,"Great Falls, MT",Metropolitan Statistical Area,
28060,,"Kalispell, MT",Micropolitan Statistical Area,
14580,,"Bozeman, MT",Micropolitan Statistical Area,
13740,,"Billings, MT",Metropolitan Statistical Area,
25740,,"Helena, MT",Micropolitan Statistical Area,
25740,,"Helena, MT",Micropolitan Statistical Area,
33540,,"Missoula, MT",Metropolitan Statistical Area,
15580,,"Butte-Silver Bow, MT",Micropolitan Statistical Area,
13740,,"Billings, MT",Metropolitan Statistical Area,
25580,,"Hastings, NE",Micropolitan Statistical Area,
42420,,"Scottsbluff, NE",Micropolitan Statistical Area,
28260,,"Kearney, NE",Micropolitan Statistical Area,
36540,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
43580,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"Sioux City-Vermillion, IA-SD-NE"
30420,,"Lexington, NE",Micropolitan Statistical Area,
43580,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"Sioux City-Vermillion, IA-SD-NE"
23340,420,"Fremont, NE",Micropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
36540,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
13100,339,"Beatrice, NE",Micropolitan Statistical Area,"Lincoln-Beatrice, NE"
30420,,"Lexington, NE",Micropolitan Statistical Area,
24260,,"Grand Island, NE",Metropolitan Statistical Area,
24260,,"Grand Island, NE",Metropolitan Statistical Area,
24260,,"Grand Island, NE",Metropolitan Statistical Area,
28260,,"Kearney, NE",Micropolitan Statistical Area,
30700,339,"Lincoln, NE",Metropolitan Statistical Area,"Lincoln-Beatrice, NE"
35820,,"North Platte, NE",Micropolitan Statistical Area,
35820,,"North Platte, NE",Micropolitan Statistical Area,
35820,,"North Platte, NE",Micropolitan Statistical Area,
35740,,"Norfolk, NE",Micropolitan Statistical Area,
24260,,"Grand Island, NE",Metropolitan Statistical Area,
35740,,"Norfolk, NE",Micropolitan Statistical Area,
18100,,"Columbus, NE",Micropolitan Statistical Area,
36540,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
36540,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
42420,,"Scottsbluff, NE",Micropolitan Statistical Area,
30700,339,"Lincoln, NE",Metropolitan Statistical Area,"Lincoln-Beatrice, NE"
42420,,"Scottsbluff, NE",Micropolitan Statistical Area,
35740,,"Norfolk, NE",Micropolitan Statistical Area,
36540,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"Omaha-Council Bluffs-Fremont, NE-IA"
21980,,"Fallon, NV",Micropolitan Statistical Area,
29820,332,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,"Las Vegas-Henderson, NV-AZ"
23820,456,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,"Reno-Carson City-Fernley, NV"
21220,,"Elko, NV",Micropolitan Statistical Area,
21220,,"Elko, NV",Micropolitan Statistical Area,
49080,,"Winnemucca, NV",Micropolitan Statistical Area,
22280,456,"Fernley, NV",Micropolitan Statistical Area,"Reno-Carson City-Fernley, NV"
37220,332,"Pahrump, NV",Micropolitan Statistical Area,"Las Vegas-Henderson, NV-AZ"
39900,456,"Reno, NV",Metropolitan Statistical Area,"Reno-Carson City-Fernley, NV"
39900,456,"Reno, NV",Metropolitan Statistical Area,"Reno-Carson City-Fernley, NV"
16180,456,"Carson City, NV",Metropolitan Statistical Area,"Reno-Carson City-Fernley, NV"
29060,148,"Laconia, NH",Micropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
28300,,"Keene, NH",Micropolitan Statistical Area,
13620,,"Berlin, NH-VT",Micropolitan Statistical Area,
17200,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,
31700,148,"Manchester-Nashua, NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
18180,148,"Concord, NH",Micropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
17200,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,
12100,428,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
36140,428,"Ocean City, NJ",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
47220,428,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
45940,408,"Trenton, NJ",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
10900,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
10740,106,"Albuquerque, NM",Metropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
40740,,"Roswell, NM",Micropolitan Statistical Area,
24380,106,"Grants, NM",Micropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
17580,188,"Clovis, NM",Micropolitan Statistical Area,"Clovis-Portales, NM"
29740,238,"Las Cruces, NM",Metropolitan Statistical Area,"El Paso-Las Cruces, TX-NM"
16100,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,
43500,,"Silver City, NM",Micropolitan Statistical Area,
26020,,"Hobbs, NM",Micropolitan Statistical Area,
31060,106,"Los Alamos, NM",Micropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
19700,,"Deming, NM",Micropolitan Statistical Area,
23700,,"Gallup, NM",Micropolitan Statistical Area,
10460,,"Alamogordo, NM",Micropolitan Statistical Area,
21580,106,"Española, NM",Micropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
38780,188,"Portales, NM",Micropolitan Statistical Area,"Clovis-Portales, NM"
10740,106,"Albuquerque, NM",Metropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
22140,,"Farmington, NM",Metropolitan Statistical Area,
29780,106,"Las Vegas, NM",Micropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
42140,106,"Santa Fe, NM",Metropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
45340,,"Taos, NM",Micropolitan Statistical Area,
10740,106,"Albuquerque, NM",Metropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
10740,106,"Albuquerque, NM",Metropolitan Statistical Area,"Albuquerque-Santa Fe-Las Vegas, NM"
10580,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
13780,,"Binghamton, NY",Metropolitan Statistical Area,
36460,160,"Olean, NY",Micropolitan Statistical Area,"Buffalo-Cheektowaga, NY"
12180,532,"Auburn, NY",Micropolitan Statistical Area,"Syracuse-Auburn, NY"
27460,,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,
21300,236,"Elmira, NY",Metropolitan Statistical Area,"Elmira-Corning, NY"
38460,,"Plattsburgh, NY",Micropolitan Statistical Area,
26460,104,"Hudson, NY",Micropolitan Statistical Area,"Albany-Schenectady, NY"
18660,296,"Cortland, NY",Micropolitan Statistical Area,"Ithaca-Cortland, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
15380,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,"Buffalo-Cheektowaga, NY"
31660,,"Malone, NY",Micropolitan Statistical Area,
24100,104,"Gloversville, NY",Micropolitan Statistical Area,"Albany-Schenectady, NY"
12860,464,"Batavia, NY",Micropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
46540,,"Utica-Rome, NY",Metropolitan Statistical Area,
48060,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
45060,532,"Syracuse, NY",Metropolitan Statistical Area,"Syracuse-Auburn, NY"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
11220,104,"Amsterdam, NY",Micropolitan Statistical Area,"Albany-Schenectady, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
15380,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,"Buffalo-Cheektowaga, NY"
46540,,"Utica-Rome, NY",Metropolitan Statistical Area,
45060,532,"Syracuse, NY",Metropolitan Statistical Area,"Syracuse-Auburn, NY"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
45060,532,"Syracuse, NY",Metropolitan Statistical Area,"Syracuse-Auburn, NY"
36580,,"Oneonta, NY",Micropolitan Statistical Area,
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
10580,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
36300,,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,
10580,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
10580,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
10580,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
42900,464,"Seneca Falls, NY",Micropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
18500,236,"Corning, NY",Micropolitan Statistical Area,"Elmira-Corning, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
13780,,"Binghamton, NY",Metropolitan Statistical Area,
27060,296,"Ithaca, NY",Metropolitan Statistical Area,"Ithaca-Cortland, NY"
28740,408,"Kingston, NY",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
24020,104,"Glens Falls, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
24020,104,"Glens Falls, NY",Metropolitan Statistical Area,"Albany-Schenectady, NY"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Newark, NY-NJ-CT-PA"
40380,464,"Rochester, NY",Metropolitan Statistical Area,"Rochester-Batavia-Seneca Falls, NY"
15500,268,"Burlington, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
25860,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"Hickory-Lenoir, NC"
47820,274,"Washington, NC",Micropolitan Statistical Area,"Greenville-Washington, NC"
34820,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,"Myrtle Beach-Conway, SC-NC"
11700,120,"Asheville, NC",Metropolitan Statistical Area,"Asheville-Brevard, NC"
25860,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"Hickory-Lenoir, NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
25860,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"Hickory-Lenoir, NC"
21020,545,"Elizabeth City, NC",Micropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
33980,404,"Morehead City, NC",Micropolitan Statistical Area,"New Bern-Morehead City, NC"
25860,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"Hickory-Lenoir, NC"
20500,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
43140,172,"Shelby, NC",Micropolitan Statistical Area,"Charlotte-Concord, NC-SC"
35100,404,"New Bern, NC",Metropolitan Statistical Area,"New Bern-Morehead City, NC"
22180,246,"Fayetteville, NC",Metropolitan Statistical Area,"Fayetteville-Lumberton-Laurinburg, NC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
28620,545,"Kill Devil Hills, NC",Micropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
49180,268,"Winston-Salem, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
49180,268,"Winston-Salem, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
20500,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
40580,468,"Rocky Mount, NC",Metropolitan Statistical Area,"Rocky Mount-Wilson-Roanoke Rapids, NC"
49180,268,"Winston-Salem, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
39580,450,"Raleigh, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
37080,450,"Oxford, NC",Micropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
24660,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
40260,468,"Roanoke Rapids, NC",Micropolitan Statistical Area,"Rocky Mount-Wilson-Roanoke Rapids, NC"
20380,450,"Dunn, NC",Micropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
11700,120,"Asheville, NC",Metropolitan Statistical Area,"Asheville-Brevard, NC"
11700,120,"Asheville, NC",Metropolitan Statistical Area,"Asheville-Brevard, NC"
22180,246,"Fayetteville, NC",Metropolitan Statistical Area,"Fayetteville-Lumberton-Laurinburg, NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
19000,,"Cullowhee, NC",Micropolitan Statistical Area,
39580,450,"Raleigh, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
35100,404,"New Bern, NC",Metropolitan Statistical Area,"New Bern-Morehead City, NC"
41820,450,"Sanford, NC",Micropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
28820,,"Kinston, NC",Micropolitan Statistical Area,
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
32000,280,"Marion, NC",Micropolitan Statistical Area,"Hickory-Lenoir, NC"
11700,120,"Asheville, NC",Metropolitan Statistical Area,"Asheville-Brevard, NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
38240,,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,
40580,468,"Rocky Mount, NC",Metropolitan Statistical Area,"Rocky Mount-Wilson-Roanoke Rapids, NC"
48900,,"Wilmington, NC",Metropolitan Statistical Area,
40260,468,"Roanoke Rapids, NC",Micropolitan Statistical Area,"Rocky Mount-Wilson-Roanoke Rapids, NC"
27340,,"Jacksonville, NC",Metropolitan Statistical Area,
20500,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
35100,404,"New Bern, NC",Metropolitan Statistical Area,"New Bern-Morehead City, NC"
21020,545,"Elizabeth City, NC",Micropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
48900,,"Wilmington, NC",Metropolitan Statistical Area,
21020,545,"Elizabeth City, NC",Micropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
20500,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
24780,274,"Greenville, NC",Metropolitan Statistical Area,"Greenville-Washington, NC"
24660,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
40460,,"Rockingham, NC",Micropolitan Statistical Area,
31300,246,"Lumberton, NC",Micropolitan Statistical Area,"Fayetteville-Lumberton-Laurinburg, NC"
24660,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
22580,,"Forest City, NC",Micropolitan Statistical Area,
29900,246,"Laurinburg, NC",Micropolitan Statistical Area,"Fayetteville-Lumberton-Laurinburg, NC"
10620,172,"Albemarle, NC",Micropolitan Statistical Area,"Charlotte-Concord, NC-SC"
49180,268,"Winston-Salem, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
34340,268,"Mount Airy, NC",Micropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
14820,120,"Brevard, NC",Micropolitan Statistical Area,"Asheville-Brevard, NC"
28620,545,"Kill Devil Hills, NC",Micropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"Charlotte-Concord, NC-SC"
25780,450,"Henderson, NC",Micropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
39580,450,"Raleigh, NC",Metropolitan Statistical Area,"Raleigh-Durham-Chapel Hill, NC"
14380,,"Boone, NC",Micropolitan Statistical Area,
24140,,"Goldsboro, NC",Metropolitan Statistical Area,
35900,,"North Wilkesboro, NC",Micropolitan Statistical Area,
48980,468,"Wilson, NC",Micropolitan Statistical Area,"Rocky Mount-Wilson-Roanoke Rapids, NC"
49180,268,"Winston-Salem, NC",Metropolitan Statistical Area,"Greensboro--Winston-Salem--High Point, NC"
13900,,"Bismarck, ND",Metropolitan Statistical Area,
22020,244,"Fargo, ND-MN",Metropolitan Statistical Area,"Fargo-Wahpeton, ND-MN"
24220,,"Grand Forks, ND-MN",Metropolitan Statistical Area,
33500,,"Minot, ND",Micropolitan Statistical Area,
13900,,"Bismarck, ND",Metropolitan Statistical Area,
13900,,"Bismarck, ND",Metropolitan Statistical Area,
33500,,"Minot, ND",Micropolitan Statistical Area,
47420,244,"Wahpeton, ND-MN",Micropolitan Statistical Area,"Fargo-Wahpeton, ND-MN"
13900,,"Bismarck, ND",Metropolitan Statistical Area,
19860,,"Dickinson, ND",Micropolitan Statistical Area,
27420,,"Jamestown, ND",Micropolitan Statistical Area,
33500,,"Minot, ND",Micropolitan Statistical Area,
48780,,"Williston, ND",Micropolitan Statistical Area,
30620,338,"Lima, OH",Metropolitan Statistical Area,"Lima-Van Wert-Celina, OH"
11740,360,"Ashland, OH",Micropolitan Statistical Area,"Mansfield-Ashland-Bucyrus, OH"
11780,184,"Ashtabula, OH",Micropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
11900,,"Athens, OH",Micropolitan Statistical Area,
47540,338,"Wapakoneta, OH",Micropolitan Statistical Area,"Lima-Van Wert-Celina, OH"
48540,,"Wheeling, WV-OH",Metropolitan Statistical Area,
17140,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
17140,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
15940,184,"Canton-Massillon, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
46500,212,"Urbana, OH",Micropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
44220,212,"Springfield, OH",Metropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
17140,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
48940,178,"Wilmington, OH",Micropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
41400,566,"Salem, OH",Micropolitan Statistical Area,"Youngstown-Warren, OH-PA"
18740,,"Coshocton, OH",Micropolitan Statistical Area,
15340,360,"Bucyrus, OH",Micropolitan Statistical Area,"Mansfield-Ashland-Bucyrus, OH"
17460,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
24820,212,"Greenville, OH",Micropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
19580,,"Defiance, OH",Micropolitan Statistical Area,
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
41780,184,"Sandusky, OH",Micropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
47920,198,"Washington Court House, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
45780,534,"Toledo, OH",Metropolitan Statistical Area,"Toledo-Port Clinton, OH"
38580,,"Point Pleasant, WV-OH",Micropolitan Statistical Area,
17460,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
19380,212,"Dayton, OH",Metropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
15740,198,"Cambridge, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
17140,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
22300,248,"Findlay, OH",Micropolitan Statistical Area,"Findlay-Tiffin, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
35940,184,"Norwalk, OH",Micropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
27160,,"Jackson, OH",Micropolitan Statistical Area,
48260,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
34540,198,"Mount Vernon, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
17460,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
26580,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
13340,198,"Bellefontaine, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
17460,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
45780,534,"Toledo, OH",Metropolitan Statistical Area,"Toledo-Port Clinton, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
49660,566,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,"Youngstown-Warren, OH-PA"
32020,198,"Marion, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
17460,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
16380,338,"Celina, OH",Micropolitan Statistical Area,"Lima-Van Wert-Celina, OH"
19380,212,"Dayton, OH",Metropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
19380,212,"Dayton, OH",Metropolitan Statistical Area,"Dayton-Springfield-Sidney, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
49780,198,"Zanesville, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
38840,534,"Port Clinton, OH",Micropolitan Statistical Area,"Toledo-Port Clinton, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
18140,198,"Columbus, OH",Metropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
10420,184,"Akron, OH",Metropolitan Statistical Area,"Cleveland-Akron-Canton, OH"
31900,360,"Mansfield, OH",Metropolitan Statistical Area,"Mansfield-Ashland-Bucyrus, OH"
17060,198,"Chillicothe, OH",Micropolitan Statistical Area,"Columbus-Marion-Zanesville, OH"
23380,,"Fremont, OH",Micropolitan Statistical Area,
